student_id,tenth_percentage,twelfth_percentage,cgpa,active_backlogs,aptitude_score,coding_score,dsa_score,dbms_score,os_score,oops_score,sql_score,python_score,communication_score,projects_count,project_quality_score,certifications_count,internship_count,hackathon_count,mock_interview_score,learning_hours_per_week,placement_status,company_track
S03794,91,97,6.92,0,80,81,74,56,34,78,82,85,61,3,50,5,2,5,98,34,1,Product_Ready
S03795,94,80,6.37,0,94,84,33,29,36,94,34,95,22,5,75,9,2,2,69,24,0,Not_Placed
S03796,70,57,5.81,0,43,88,26,70,73,70,46,31,60,6,52,3,0,5,64,27,0,Not_Placed
S03797,62,93,7.32,1,57,35,98,57,72,27,28,40,60,4,38,8,3,1,95,17,1,Service_Ready
S03798,59,57,5.88,0,97,67,52,88,91,21,73,61,54,5,80,2,3,1,68,24,1,Service_Ready
S03799,58,89,9.23,1,94,29,86,60,67,69,88,77,34,1,67,1,1,3,42,2,0,Not_Placed
S03800,88,69,8.77,0,51,28,76,86,58,59,35,29,72,0,69,1,3,4,52,23,1,Service_Ready
S03801,97,65,6.39,0,91,34,54,99,53,39,96,75,70,4,69,8,3,0,93,8,1,Service_Ready
S03802,88,58,7.79,1,73,23,84,67,42,42,25,88,83,6,90,4,3,0,45,22,1,Service_Ready
S03803,88,80,9.58,0,90,93,27,77,20,50,27,99,79,5,29,1,1,1,85,4,1,Service_Ready
S03804,78,63,6.4,0,97,71,62,94,69,33,37,96,53,2,60,6,2,0,88,22,1,Service_Ready
S03805,63,66,5.64,0,45,26,74,78,99,98,75,87,49,6,98,0,1,5,58,29,0,Not_Placed
S03806,59,75,7.03,2,90,98,92,46,21,66,59,55,90,4,41,1,2,2,25,5,1,Service_Ready
S03807,57,60,7.88,0,85,76,99,41,30,55,72,95,59,2,62,8,0,3,61,22,1,Product_Ready
S03808,58,61,5.75,0,85,46,26,30,51,70,59,26,20,0,25,3,3,5,37,9,0,Not_Placed
S03809,64,91,5.96,0,29,58,77,90,61,64,47,92,24,0,99,6,2,0,37,27,0,Not_Placed
S03810,59,62,7.35,0,87,69,95,84,27,79,77,46,52,5,65,4,0,0,88,16,1,Service_Ready
S03811,84,57,6.22,0,22,71,63,79,77,33,25,38,81,4,68,2,2,5,45,19,0,Not_Placed
S03812,91,90,8.69,0,21,61,89,91,87,50,38,90,66,4,38,8,0,0,72,33,0,Not_Placed
S03813,91,65,9.57,1,23,21,58,63,38,60,57,93,84,1,54,5,2,0,24,27,0,Not_Placed
S03814,72,86,6.84,2,69,93,77,47,98,74,77,59,77,7,65,9,0,1,67,29,1,Service_Ready
S03815,82,74,6.7,3,25,30,49,22,91,52,73,66,29,2,28,6,0,5,21,23,0,Not_Placed
S03816,74,80,9.36,0,42,99,44,92,72,30,44,50,65,2,82,2,2,5,42,17,0,Not_Placed
S03817,74,57,9.28,0,27,67,35,66,50,48,95,87,62,1,25,0,3,2,28,6,0,Not_Placed
S03818,70,55,6.02,0,66,54,81,52,34,54,29,99,39,1,27,7,1,4,95,18,0,Not_Placed
S03819,95,90,9.74,0,55,96,88,32,91,30,27,50,81,3,30,0,2,4,32,23,1,Product_Ready
S03820,78,84,8.76,0,83,71,25,90,73,41,82,98,56,7,60,3,2,2,88,13,1,Service_Ready
S03821,91,84,8.15,0,93,92,57,65,68,53,45,21,75,3,26,3,3,5,45,21,1,Service_Ready
S03822,89,65,6.38,2,35,94,28,41,24,62,49,93,51,7,36,2,2,2,45,13,0,Not_Placed
S03823,91,96,8.2,0,46,97,26,57,67,61,46,29,61,5,77,8,0,3,65,30,0,Not_Placed
S03824,72,83,9.64,0,32,35,64,51,59,63,66,89,79,2,94,4,1,4,35,27,0,Not_Placed
S03825,76,96,5.79,0,42,62,51,47,52,45,61,48,21,2,53,1,1,5,31,22,0,Not_Placed
S03826,81,94,6.63,0,71,81,88,80,65,91,48,69,21,7,85,5,1,2,29,29,1,Product_Ready
S03827,73,82,9.42,0,71,33,47,20,78,63,99,97,62,0,73,0,3,5,22,7,1,Service_Ready
S03828,81,76,8.39,0,90,69,95,99,88,54,28,48,46,0,93,8,2,1,72,26,0,Not_Placed
S03829,58,97,6.27,0,42,93,89,96,88,79,23,22,42,4,37,2,0,0,57,19,1,Product_Ready
S03830,62,66,5.51,0,91,83,88,30,81,36,96,39,45,3,78,8,3,1,48,4,1,Product_Ready
S03831,89,92,6.53,0,80,22,72,54,69,27,67,22,73,2,21,0,3,3,38,19,1,Service_Ready
S03832,75,76,9.77,0,20,28,71,99,48,81,48,24,41,0,27,2,1,3,97,5,0,Not_Placed
S03833,94,81,9.85,0,32,69,64,23,82,84,46,82,30,6,61,4,1,3,57,7,0,Not_Placed
S03834,79,58,6.7,0,73,46,58,40,73,75,82,61,45,4,39,7,3,1,72,6,0,Not_Placed
S03835,58,97,7.85,1,76,57,27,84,50,52,74,88,55,7,43,2,3,3,98,10,1,Service_Ready
S03836,93,85,8.61,0,61,56,76,54,56,94,39,85,99,6,74,8,1,5,66,30,1,Service_Ready
S03837,84,58,6.34,1,46,83,25,50,95,48,22,39,99,1,76,6,0,3,61,19,0,Not_Placed
S03838,87,55,9.74,0,30,71,27,79,61,35,58,61,37,0,26,3,3,1,49,32,0,Not_Placed
S03839,85,87,8.5,0,42,26,77,66,40,50,46,48,29,7,28,5,3,1,69,3,0,Not_Placed
S03840,73,70,8.98,0,26,74,33,95,53,40,55,82,61,0,90,4,1,4,99,26,0,Not_Placed
S03841,67,81,9.84,0,90,49,37,42,57,49,49,91,95,1,90,6,0,4,71,16,1,Service_Ready
S03842,67,61,9.03,0,65,54,48,53,27,85,23,85,76,4,23,4,0,1,39,34,1,Service_Ready
S03843,60,83,7.24,0,28,56,58,82,76,59,83,22,62,4,44,6,1,3,77,14,0,Not_Placed
S03844,93,73,6.15,0,21,84,78,67,22,45,33,43,54,3,25,8,1,4,55,30,1,Product_Ready
S03845,67,62,7.01,0,35,71,53,96,53,62,80,98,41,2,23,0,2,4,91,2,0,Not_Placed
S03846,95,71,6.76,1,85,21,36,92,52,73,89,25,71,4,64,0,3,2,30,23,1,Service_Ready
S03847,88,55,6.85,0,61,68,32,87,33,55,75,88,65,6,27,9,3,2,90,24,1,Service_Ready
S03848,95,81,8.11,2,85,80,27,84,44,36,49,43,71,6,80,9,2,1,51,17,1,Service_Ready
S03849,63,73,6.05,0,22,45,91,89,24,46,63,57,91,5,90,8,1,4,70,7,0,Not_Placed
S03850,86,73,9.02,0,64,30,29,39,38,21,59,37,21,6,68,6,3,3,98,26,0,Not_Placed
S03851,72,75,7.65,0,37,43,66,49,40,67,85,64,20,5,75,7,1,2,38,3,0,Not_Placed
S03852,83,77,8.22,3,67,64,47,79,24,37,56,99,44,5,20,7,2,2,95,26,0,Not_Placed
S03853,77,97,9.9,0,57,43,24,79,36,56,34,85,39,5,35,3,2,1,60,13,0,Not_Placed
S03854,56,62,7.91,0,44,81,77,90,51,65,45,61,26,7,66,1,0,3,63,26,1,Product_Ready
S03855,72,61,8.15,0,59,71,79,60,95,92,34,96,76,5,54,9,2,4,32,22,1,Product_Ready
S03856,78,80,6.16,0,43,49,45,73,95,40,42,47,98,6,78,4,0,1,87,13,0,Not_Placed
S03857,56,79,7.02,0,63,53,25,58,69,43,24,73,73,1,94,0,1,2,88,7,1,Service_Ready
S03858,68,70,8.85,0,88,59,97,59,28,86,93,67,94,1,84,9,0,5,91,32,1,Service_Ready
S03859,60,85,8.99,0,86,81,31,57,26,83,96,23,40,5,55,1,2,4,54,34,0,Not_Placed
S03860,65,93,5.56,0,43,41,62,70,68,41,98,37,63,4,51,9,3,3,93,10,0,Not_Placed
S03861,79,58,9.59,0,61,26,61,79,39,82,40,24,49,6,78,5,3,5,42,24,0,Not_Placed
S03862,60,97,5.92,0,93,52,43,89,33,89,57,30,82,7,48,5,2,0,97,28,1,Service_Ready
S03863,92,58,9.99,1,24,87,66,55,34,58,57,55,21,6,74,1,0,3,44,15,0,Not_Placed
S03864,95,63,8.82,0,24,97,36,88,96,73,66,68,93,7,81,6,0,0,26,15,0,Not_Placed
S03865,63,61,5.92,2,24,70,26,41,43,61,41,54,74,5,22,9,2,2,61,9,0,Not_Placed
S03866,77,74,7.65,0,97,92,50,25,20,38,34,53,83,2,68,1,3,5,70,10,1,Service_Ready
S03867,65,97,7.34,0,60,83,20,28,58,84,36,86,20,7,96,9,3,3,95,18,0,Not_Placed
S03868,75,94,9.98,0,75,66,36,21,52,34,51,53,79,5,50,3,1,1,32,33,1,Service_Ready
S03869,70,69,6.47,1,31,95,73,77,35,81,93,29,85,2,71,0,3,1,34,27,1,Product_Ready
S03870,69,60,8.89,1,54,20,57,99,60,31,83,29,46,7,58,9,2,5,64,12,0,Not_Placed
S03871,78,94,8.6,3,87,20,98,64,50,56,88,62,23,6,48,3,2,1,30,34,0,Not_Placed
S03872,95,71,6.25,1,26,97,60,72,26,97,85,93,72,4,55,9,2,4,23,26,0,Not_Placed
S03873,95,89,8.38,0,96,87,63,70,57,61,64,49,54,3,60,9,0,1,48,3,1,Service_Ready
S03874,60,70,5.99,0,25,56,28,22,72,27,59,36,89,6,30,9,0,1,48,7,0,Not_Placed
S03875,63,56,8.13,2,83,23,20,94,26,27,98,77,29,5,85,9,2,5,71,4,0,Not_Placed
S03876,58,79,8.18,0,74,43,31,74,66,46,37,70,79,0,86,1,2,5,32,7,1,Service_Ready
S03877,66,93,9.91,0,56,55,51,76,31,37,80,50,59,2,65,6,2,4,74,30,1,Service_Ready
S03878,81,65,8.03,0,63,39,46,57,95,30,55,51,81,3,35,9,2,0,89,14,1,Service_Ready
S03879,90,65,8.55,0,39,48,38,25,75,37,95,61,79,7,75,2,2,1,99,29,0,Not_Placed
S03880,96,63,6.03,0,40,45,42,29,63,32,72,56,75,2,31,3,2,5,54,30,0,Not_Placed
S03881,84,61,5.82,0,65,31,77,76,51,83,93,85,56,5,29,7,0,0,40,6,1,Service_Ready
S03882,63,63,6.06,0,35,23,40,63,97,95,46,53,23,2,70,1,1,1,51,3,0,Not_Placed
S03883,76,73,9.4,3,69,33,39,64,66,76,50,71,98,5,26,0,2,4,60,5,0,Not_Placed
S03884,85,72,8.12,0,37,93,26,57,64,47,78,37,28,2,35,7,0,4,77,3,0,Not_Placed
S03885,59,96,9.91,0,49,64,97,50,55,58,69,57,30,0,93,2,2,2,42,2,0,Not_Placed
S03886,67,62,9.63,0,56,45,61,22,80,62,92,84,37,2,33,3,3,4,40,28,0,Not_Placed
S03887,59,57,7.43,0,21,62,20,42,82,67,44,86,96,6,75,5,1,5,66,19,0,Not_Placed
S03888,71,79,7.6,0,68,84,26,49,44,44,46,54,49,5,54,1,3,4,59,14,0,Not_Placed
S03889,58,67,8.59,0,52,42,86,51,74,22,31,75,87,0,51,0,3,0,24,22,1,Service_Ready
S03890,57,93,9.86,0,52,73,22,67,37,22,24,28,95,7,92,1,2,5,76,23,1,Service_Ready
S03891,71,55,5.82,0,41,20,66,68,23,41,74,51,85,3,88,7,2,3,27,13,0,Not_Placed
S03892,82,56,5.74,0,68,56,71,79,61,26,61,76,35,4,44,5,3,5,64,31,0,Not_Placed
S03893,71,70,9.14,0,80,24,97,60,60,47,29,71,51,3,64,9,3,2,99,18,1,Service_Ready
S03894,77,96,6.62,0,65,76,24,71,50,52,66,22,72,2,75,1,3,1,52,29,1,Service_Ready
S03895,62,94,8.95,1,90,74,77,97,40,75,89,36,97,6,98,7,3,1,60,20,1,Product_Ready
S03896,56,62,9.74,0,21,24,65,96,59,76,30,91,57,0,94,8,1,1,86,26,0,Not_Placed
S03897,78,77,8.95,1,69,63,29,92,21,40,94,93,44,7,88,5,0,0,30,6,0,Not_Placed
S03898,60,87,7.94,0,33,43,95,42,58,25,40,92,65,0,60,7,1,2,88,32,0,Not_Placed
S03899,89,95,7.11,0,38,98,38,44,58,52,99,59,31,3,49,7,1,1,33,6,0,Not_Placed
S03900,90,77,6.46,0,82,68,84,71,28,35,54,93,35,5,52,2,0,2,91,5,0,Not_Placed
S03901,56,61,8.74,0,44,90,44,85,45,74,22,65,48,1,30,4,2,3,88,7,0,Not_Placed
S03902,76,93,5.53,0,55,69,77,90,70,97,66,72,25,1,44,2,0,2,72,4,0,Not_Placed
S03903,85,57,8.88,0,24,28,48,54,54,69,49,34,48,0,94,4,0,2,87,13,0,Not_Placed
S03904,86,59,7.6,0,56,44,87,43,55,21,54,27,92,3,79,5,1,3,29,6,1,Service_Ready
S03905,91,85,5.92,0,21,98,96,75,33,95,34,64,66,3,37,5,2,4,95,6,1,Product_Ready
S03906,71,67,6.96,0,59,86,71,21,72,86,30,30,29,3,30,0,0,4,84,16,1,Product_Ready
S03907,61,58,8.93,0,22,48,39,29,80,56,70,61,92,2,49,3,0,3,43,32,0,Not_Placed
S03908,77,96,7.09,0,45,90,44,22,62,25,73,71,32,1,75,7,2,4,84,3,0,Not_Placed
S03909,58,67,9.39,0,57,62,22,62,92,90,23,51,20,4,55,9,0,5,30,26,0,Not_Placed
S03910,69,90,9.08,0,44,86,78,76,48,40,92,40,90,6,51,5,1,2,77,15,1,Product_Ready
S03911,95,76,6.89,2,89,53,65,67,56,41,99,26,66,4,36,2,3,5,95,12,1,Service_Ready
S03912,95,73,9.32,2,37,74,23,41,97,97,53,67,89,2,95,7,0,2,29,33,0,Not_Placed
S03913,86,69,7.46,0,32,60,97,45,80,63,49,96,56,1,54,9,3,0,78,30,0,Not_Placed
S03914,61,89,5.91,2,84,46,30,28,29,73,62,69,65,6,68,6,2,3,70,6,0,Not_Placed
S03915,85,61,5.93,0,44,66,65,64,50,71,23,65,48,0,84,0,3,3,78,15,0,Not_Placed
S03916,68,56,8.89,1,57,51,60,41,61,31,76,27,47,0,72,5,3,3,36,22,0,Not_Placed
S03917,61,74,9.32,0,79,63,96,48,62,56,80,78,80,7,39,7,3,1,34,13,1,Service_Ready
S03918,70,96,8.87,0,45,60,48,82,32,78,66,40,31,1,43,4,3,0,27,28,0,Not_Placed
S03919,82,83,8.6,0,51,27,73,36,31,86,94,97,90,1,52,5,3,1,98,16,1,Service_Ready
S03920,60,79,9.19,0,44,71,71,31,65,28,64,55,28,0,59,1,3,4,64,34,0,Not_Placed
S03921,87,83,6.56,0,78,81,54,66,78,78,21,79,25,0,72,3,3,5,23,9,0,Not_Placed
S03922,88,82,9.67,0,67,46,53,60,25,25,47,27,20,7,37,0,2,3,66,17,0,Not_Placed
S03923,65,60,7.32,2,50,47,38,20,86,91,32,70,20,4,32,9,0,5,35,4,0,Not_Placed
S03924,83,84,8.02,0,23,67,91,37,29,33,70,65,85,4,21,2,1,4,89,5,0,Not_Placed
S03925,55,89,8.01,0,30,81,23,52,53,93,54,72,47,6,68,1,0,3,45,18,0,Not_Placed
S03926,97,87,7.04,0,93,58,45,41,94,41,77,48,29,1,44,4,0,5,58,14,0,Not_Placed
S03927,56,60,8.51,0,30,58,88,37,39,95,77,69,60,1,37,1,1,4,97,2,0,Not_Placed
S03928,82,95,7.14,1,20,60,81,20,24,67,24,90,45,0,89,9,0,2,58,15,0,Not_Placed
S03929,68,74,8.01,0,81,25,85,62,83,63,24,32,34,4,53,7,0,1,49,23,0,Not_Placed
S03930,79,94,6.17,0,56,93,92,55,20,94,44,94,60,6,88,6,0,2,22,9,1,Product_Ready
S03931,90,69,9.27,0,78,53,49,81,89,74,41,41,32,1,42,2,1,1,85,15,0,Not_Placed
S03932,86,84,8.66,0,93,24,97,58,62,38,94,58,78,4,71,1,2,5,29,20,1,Service_Ready
S03933,69,89,9.17,0,37,45,79,37,82,60,62,57,46,0,75,0,0,3,79,24,0,Not_Placed
S03934,66,89,5.56,1,47,56,39,54,73,90,25,38,27,7,85,4,1,0,32,10,0,Not_Placed
S03935,84,63,7.17,0,51,80,79,70,59,98,30,92,35,0,51,9,1,5,76,21,0,Not_Placed
S03936,95,88,8.82,1,67,73,94,60,80,26,72,72,45,4,80,2,2,5,88,34,1,Product_Ready
S03937,65,60,7.73,0,59,34,49,25,40,76,74,82,28,3,56,5,1,4,28,34,0,Not_Placed
S03938,70,86,5.87,2,22,33,40,91,66,40,61,36,59,1,23,9,2,0,55,23,0,Not_Placed
S03939,79,58,6.31,0,97,39,71,33,58,92,53,86,95,2,31,9,1,2,50,8,1,Service_Ready
S03940,63,91,9.59,0,83,82,92,31,46,66,92,47,54,2,57,8,2,0,22,14,1,Product_Ready
S03941,88,84,8.39,0,59,88,27,73,52,70,21,57,75,5,39,3,0,0,85,20,1,Service_Ready
S03942,70,95,7.61,1,71,33,96,54,76,53,78,99,47,2,54,2,2,2,23,22,0,Not_Placed
S03943,76,59,9.15,0,32,79,46,69,98,31,29,68,54,5,73,7,3,3,22,3,0,Not_Placed
S03944,82,76,5.91,0,36,33,51,78,77,55,52,93,83,4,53,4,1,0,24,25,0,Not_Placed
S03945,62,72,5.52,2,39,23,41,92,28,78,52,26,52,1,91,0,2,2,51,2,0,Not_Placed
S03946,85,89,6.92,0,22,72,31,27,83,60,30,45,57,4,51,4,3,4,71,24,0,Not_Placed
S03947,82,73,9.38,0,32,42,99,81,44,51,40,20,47,2,31,3,3,2,70,27,0,Not_Placed
S03948,75,91,6.76,2,45,96,44,50,98,37,59,86,82,2,46,4,3,0,47,7,0,Not_Placed
S03949,60,75,6.71,0,63,88,42,42,54,88,80,57,71,1,38,2,1,0,42,27,1,Service_Ready
S03950,84,73,7.8,0,47,92,80,67,98,32,30,59,70,5,99,5,2,2,29,34,1,Product_Ready
S03951,92,91,7.82,0,61,87,29,41,50,95,92,47,88,5,99,2,3,5,66,25,1,Service_Ready
S03952,65,67,7.38,0,73,78,84,51,37,23,99,70,66,5,44,9,2,5,84,34,1,Product_Ready
S03953,87,73,8.28,2,97,57,26,65,86,94,27,22,31,1,62,6,1,1,67,17,0,Not_Placed
S03954,79,58,8.34,3,84,86,47,94,56,21,92,80,70,6,62,6,0,2,98,5,0,Not_Placed
S03955,90,84,8.63,0,66,30,38,81,91,62,94,28,44,0,97,0,1,0,48,32,0,Not_Placed
S03956,72,57,5.92,0,60,98,49,30,52,57,24,78,70,0,87,9,3,1,56,8,1,Service_Ready
S03957,64,87,6.19,1,57,74,49,45,61,66,38,96,99,0,37,8,3,0,23,29,1,Service_Ready
S03958,95,94,6.65,0,68,89,61,21,50,95,38,84,93,3,81,1,3,0,26,14,1,Service_Ready
S03959,58,93,8.1,0,24,66,30,53,98,70,24,67,50,7,26,2,0,4,33,11,0,Not_Placed
S03960,72,71,9.8,0,36,70,99,81,49,74,53,88,52,4,61,2,2,5,32,9,1,Product_Ready
S03961,84,59,7.37,0,21,76,26,99,29,48,53,91,64,6,90,9,1,3,52,32,0,Not_Placed
S03962,87,80,5.75,0,57,99,31,82,84,79,39,85,37,1,93,6,2,5,85,17,0,Not_Placed
S03963,59,92,5.8,0,41,84,68,96,31,82,32,81,78,2,30,1,1,5,20,5,0,Not_Placed
S03964,63,57,5.9,2,41,88,42,99,24,58,22,45,27,4,71,1,0,5,46,23,0,Not_Placed
S03965,76,92,9.13,0,64,65,52,47,70,83,54,55,25,4,77,6,1,0,75,16,0,Not_Placed
S03966,92,79,9.86,0,37,36,33,45,51,78,90,76,92,3,22,0,2,0,68,18,0,Not_Placed
S03967,82,67,7.87,0,24,26,57,56,51,75,62,86,46,5,70,7,2,4,67,11,0,Not_Placed
S03968,84,63,6.76,1,65,29,55,29,46,98,38,30,51,3,65,3,0,0,76,20,0,Not_Placed
S03969,59,72,8.87,1,23,71,38,50,22,86,48,72,27,7,24,0,1,5,45,32,0,Not_Placed
S03970,68,79,9.38,1,33,67,67,57,26,52,43,45,69,1,32,6,0,4,78,17,0,Not_Placed
S03971,93,62,5.53,1,83,41,94,73,41,33,85,98,69,4,36,0,1,3,36,10,0,Not_Placed
S03972,89,85,7.23,1,34,53,56,72,60,97,23,27,90,0,41,5,1,5,59,23,0,Not_Placed
S03973,94,59,7.6,1,53,55,90,57,86,51,65,44,83,0,66,4,1,4,78,32,1,Service_Ready
S03974,80,75,8.25,0,78,81,87,66,41,99,83,65,78,7,56,2,3,2,53,8,1,Product_Ready
S03975,83,57,7.27,0,71,85,31,34,35,22,46,42,83,0,67,7,2,5,46,32,1,Service_Ready
S03976,69,89,5.64,0,81,20,39,89,88,83,89,69,72,0,57,3,0,3,80,11,1,Service_Ready
S03977,86,79,8.92,0,66,76,51,65,55,90,29,65,45,7,67,0,1,3,85,8,0,Not_Placed
S03978,84,80,7.35,0,27,92,94,89,59,75,99,36,26,7,77,9,1,0,70,11,1,Product_Ready
S03979,84,63,7.38,0,83,53,46,46,60,37,69,62,60,3,37,7,3,5,72,17,1,Service_Ready
S03980,67,80,9.81,0,80,69,40,27,89,83,69,21,91,5,25,5,0,5,80,6,1,Service_Ready
S03981,76,79,8.43,0,52,27,32,80,27,46,73,22,52,6,47,4,3,4,80,10,1,Service_Ready
S03982,76,62,8.74,0,49,98,33,99,67,37,51,57,72,6,56,9,0,0,32,8,0,Not_Placed
S03983,73,75,5.96,1,23,90,32,82,82,80,55,27,46,7,45,9,1,3,91,6,0,Not_Placed
S03984,67,56,7.96,0,86,99,28,21,94,62,33,59,74,3,78,5,2,1,55,34,1,Service_Ready
S03985,93,97,7.11,0,24,51,68,55,92,33,83,51,28,6,67,3,0,0,51,11,0,Not_Placed
S03986,83,88,8.16,0,77,47,53,72,59,83,29,45,62,0,90,6,3,0,67,16,1,Service_Ready
S03987,57,80,8.0,0,66,86,48,82,44,23,66,88,82,5,37,3,1,3,95,25,1,Service_Ready
S03988,84,68,8.34,3,77,54,53,27,62,82,81,39,71,3,65,6,3,5,29,6,0,Not_Placed
S03989,86,72,7.76,0,24,40,38,42,88,52,23,54,78,1,94,0,1,0,96,15,0,Not_Placed
S03990,95,61,6.03,1,83,69,62,46,53,82,86,46,26,2,42,1,2,1,55,18,0,Not_Placed
S03991,65,61,8.41,0,65,89,72,87,65,56,95,46,44,4,31,0,1,3,28,20,1,Product_Ready
S03992,83,79,5.8,0,63,22,93,37,29,55,76,22,39,1,68,4,3,1,83,23,0,Not_Placed
S03993,75,87,8.62,1,20,31,32,27,50,24,63,70,44,4,32,2,3,5,25,12,0,Not_Placed
S03994,61,69,9.96,0,49,38,81,81,57,49,51,44,31,0,56,0,1,2,79,5,0,Not_Placed
S03995,95,58,9.87,0,80,40,44,81,43,88,60,76,85,1,28,7,1,1,90,21,1,Service_Ready
S03996,69,93,8.58,0,70,43,92,80,21,95,74,23,77,6,32,6,1,3,81,2,1,Service_Ready
S03997,65,77,8.28,0,29,99,47,21,54,34,78,94,52,6,99,3,3,2,58,24,0,Not_Placed
S03998,64,62,8.16,0,59,38,89,30,71,31,81,92,42,7,89,1,3,2,37,28,0,Not_Placed
S03999,87,83,7.77,2,81,69,72,80,94,69,73,61,78,7,33,6,2,5,63,19,1,Service_Ready
S04000,90,85,5.53,0,74,38,87,84,59,95,95,94,49,0,47,0,0,0,68,30,0,Not_Placed
S04001,55,75,6.6,0,59,77,91,25,34,40,56,89,73,4,77,8,2,5,38,29,1,Product_Ready
S04002,88,61,7.17,1,69,40,79,40,62,64,61,45,50,0,87,2,2,4,37,34,0,Not_Placed
S04003,96,89,6.17,1,77,57,65,39,45,30,85,56,25,5,66,2,1,1,44,22,0,Not_Placed
S04004,96,97,7.38,0,93,91,83,52,95,67,58,31,95,2,67,7,2,4,99,19,1,Product_Ready
S04005,75,58,7.96,0,55,49,31,94,48,22,81,30,92,1,78,7,0,1,25,19,1,Service_Ready
S04006,60,75,8.01,0,67,55,64,22,78,31,38,42,24,2,38,8,0,3,76,17,0,Not_Placed
S04007,58,96,8.45,3,87,34,32,92,56,57,97,50,85,5,79,6,0,4,63,29,0,Not_Placed
S04008,55,89,7.35,0,86,86,46,37,54,63,27,65,62,7,65,7,1,2,39,15,1,Service_Ready
S04009,66,77,6.37,0,58,61,67,86,54,56,59,35,67,1,37,9,1,4,79,34,1,Service_Ready
S04010,95,79,7.47,0,75,98,23,23,22,74,88,51,77,0,86,1,2,0,29,33,1,Service_Ready
S04011,59,83,5.61,0,30,72,75,59,77,95,87,96,46,6,22,2,2,5,80,17,1,Product_Ready
S04012,59,76,7.57,3,63,63,60,74,22,32,96,70,73,5,37,7,0,0,29,25,0,Not_Placed
S04013,96,83,6.45,0,48,26,61,49,93,66,53,81,35,7,93,9,0,3,70,25,0,Not_Placed
S04014,96,74,7.97,0,21,51,73,61,49,28,38,25,91,1,77,0,0,5,48,3,0,Not_Placed
S04015,64,85,8.86,0,76,47,50,32,90,70,84,64,72,0,45,5,3,1,73,28,1,Service_Ready
S04016,79,73,5.73,0,43,77,58,88,20,90,80,67,81,0,23,3,0,4,71,18,0,Not_Placed
S04017,95,75,5.95,1,77,58,90,56,90,34,80,29,39,1,28,5,3,4,26,4,0,Not_Placed
S04018,71,97,9.79,0,32,95,46,66,59,88,51,64,99,1,56,3,0,1,74,10,0,Not_Placed
S04019,95,69,6.73,0,52,84,73,25,94,67,88,93,47,7,45,1,1,3,97,14,1,Product_Ready
S04020,55,89,5.66,0,88,51,29,24,46,58,40,35,48,1,98,5,0,1,33,11,0,Not_Placed
S04021,79,95,5.83,0,43,40,78,58,90,26,47,70,54,1,29,5,3,5,69,3,0,Not_Placed
S04022,96,58,8.92,0,30,33,92,78,37,80,43,46,54,4,87,5,2,3,90,13,0,Not_Placed
S04023,58,56,7.53,1,42,23,72,59,59,70,28,42,32,0,95,9,2,2,41,26,0,Not_Placed
S04024,65,65,8.47,0,49,30,76,84,25,96,54,78,33,2,65,6,1,3,21,6,0,Not_Placed
S04025,69,74,6.59,1,54,45,46,38,56,55,59,82,58,6,31,0,2,5,25,31,0,Not_Placed
S04026,95,71,8.39,1,74,31,31,70,67,58,89,20,35,5,82,7,2,5,99,30,0,Not_Placed
S04027,80,84,8.53,0,96,91,60,30,74,66,97,69,42,4,26,8,0,4,78,29,0,Not_Placed
S04028,60,64,8.99,0,77,34,56,21,66,47,88,92,90,3,38,7,2,5,48,10,1,Service_Ready
S04029,91,60,7.01,2,93,73,64,22,95,55,30,92,25,3,60,7,0,4,81,10,0,Not_Placed
S04030,74,94,6.33,0,23,29,68,38,93,69,67,42,28,1,38,7,1,5,70,12,0,Not_Placed
S04031,57,84,8.0,1,49,99,27,60,45,24,88,43,97,4,88,3,0,0,89,8,0,Not_Placed
S04032,69,60,7.29,2,61,59,46,24,80,80,99,71,94,6,85,6,1,2,20,19,0,Not_Placed
S04033,66,62,5.87,0,52,35,35,67,74,47,92,42,49,4,94,3,0,1,30,21,0,Not_Placed
S04034,72,88,6.06,0,33,32,60,98,76,41,29,88,87,1,35,6,0,2,87,24,0,Not_Placed
S04035,57,74,8.05,0,86,74,51,64,78,50,71,29,25,3,20,9,2,5,93,31,0,Not_Placed
S04036,69,68,8.74,0,20,39,48,53,85,85,21,91,73,0,37,0,1,1,48,20,0,Not_Placed
S04037,91,78,6.64,0,69,60,73,63,79,88,98,42,90,3,58,2,2,0,75,28,1,Service_Ready
S04038,55,60,7.99,0,78,21,66,39,46,38,74,82,62,3,24,6,3,3,80,11,1,Service_Ready
S04039,76,92,8.54,0,80,67,36,71,65,75,48,92,70,6,95,9,0,2,48,9,1,Service_Ready
S04040,79,74,6.93,1,45,55,42,60,94,63,69,28,66,0,60,9,1,0,77,28,0,Not_Placed
S04041,92,56,9.12,1,46,69,78,97,98,46,78,75,91,4,53,0,3,0,89,20,0,Not_Placed
S04042,55,92,5.69,0,77,64,41,67,32,44,29,37,74,2,75,7,0,1,21,11,1,Service_Ready
S04043,74,92,6.71,0,72,63,42,47,51,95,39,25,22,2,42,8,0,3,83,13,0,Not_Placed
S04044,80,91,7.9,0,30,88,43,38,89,75,68,76,30,6,36,1,2,5,81,33,0,Not_Placed
S04045,94,65,5.51,0,47,67,74,35,55,59,39,21,96,1,88,5,1,0,28,3,0,Not_Placed
