student_id,years_since_placement,current_designation,current_company,current_ctc_lpa,promotions_count,switched_domain,switched_company
S02274,3,Senior Data Analyst,Capgemini,19.65,2,False,True
S01196,4,Senior Software Engineer,Swiggy,19.23,2,False,True
S01792,1,Associate Software Engineer,Adobe,11.82,0,True,True
S00100,5,Senior Data Analyst,Wipro,19.33,2,True,True
S02078,2,Senior Data Analyst,Google,13.73,2,False,True
S01775,1,Associate Analyst,Infosys,12.13,0,False,True
S01287,3,Cloud Engineer,Zomato,15.47,1,False,True
S02799,5,Data Science Lead,Capgemini,112.04,3,False,True
S03100,5,Senior Consultant,Microsoft,19.77,2,True,True
S01693,1,Graduate Trainee Engineer,Cisco,46.7,0,False,False
S03673,1,Associate Analyst,Wipro,8.28,0,False,False
S03577,1,Junior DevOps Engineer,TCS,8.79,0,False,False
S04667,5,Technical Lead,Salesforce,112.36,3,False,True
S02678,1,Associate Software Engineer,Adobe,11.12,0,False,True
S02439,4,Senior Data Analyst,Accenture,19.18,2,False,False
S00907,2,Cloud Engineer,TCS,12.27,1,False,False
S01629,1,Consultant,Infosys,11.32,1,False,False
S04774,1,Cloud Engineer,Amazon,52.83,1,False,False
S00850,3,Cloud Engineer,Capgemini,16.7,1,False,True
S02291,1,Associate Software Engineer,Capgemini,8.87,0,False,False
S01890,5,Senior DevOps Engineer,Salesforce,19.43,2,False,True
S01784,1,Associate Software Engineer,Accenture,10.52,0,False,False
S03133,2,Senior Software Engineer,Wipro,12.95,2,True,False
